,doc_id,sentence
922,17,""
923,17,"""well, aries tottle flourished supreme, until the advent of one hog, surnamed 'the ettrick shepherd,' who preached an entirely different system, which he called the a posteriori or in ductive, his plan referred altogether to sensation, he proceeded by observing, analyzing, and classifying facts -–instantiae naturae, as they were somewhat affectedly called -–and arranging them into general laws, in a word, while the mode of aries rested on noumena, that of hog depended on phenomena; and so great was the admiration excited by this latter system that, at its first introduction, aries fell into general disrepute, finally, however, he recovered ground, and was permitted to divide the empire of philosophy with his more modern rival, -–the savans contenting themselves with proscribing all other competitors, past, present, and to come; putting an end to all controversy on the topic by the promulgation of a median law, to the effect that the aristotelian and baconian roads are, and of right ought to be, the sole possible avenues to knowledge, -–'baconian,' you must know, my dear friend,"" adds the letter-writer at this point, ""was an adjective invented as equivalent to hog-ian, and at the same time more dignified and euphonious,"
924,17,""
925,17,"""now i do assure you most positively"" -–proceeds the epistle -–""that i represent these matters fairly; and you can easily understand how restrictions so absurd on their very face must have operated, in those days, to retard the progress of true science, which makes its most important advances -–as all history will show -–by seemingly intuitive leaps, these ancient ideas confined investigation to crawling; and i need not suggest to you that crawling, among varieties of locomotion, is a very capital thing of its kind; -–but because the tortoise is sure of foot, for this reason must we clip the wings of the eagles? for many centuries, so great was the infatuation, about hog especially, that a virtual stop was put to all thinking, properly so called, no man dared utter a truth for which he felt himself indebted to his soul alone, it mattered not whether the truth was even demonstrably such; for the dogmatizing philosophers of that epoch regarded only the road by which it professed to have been attained, the end, with them, was a point of no moment, whatever, -–'the means!' they vociferated -–'let us look at the means!' -- and if, on scrutiny of the means, it was found to come neither under the category hog, nor under the category aries which means ram, why then the savans went no farther, but, calling the thinker a fool and branding him a 'theorist,' would never, thenceforward, have any thing to do either with him or with his truths,"
926,17,""
927,17,"""now, my dear friend,"" continues the letter-writer, ""it cannot be maintained that by the crawling system, exclusively adopted, men would arrive at the maximum amount of truth, even in any long series of ages; for the repression of imagination was an evil not to be counterbalanced even by absolute certainty in the snail processes, but their certainty was very far from absolute, the error of our progenitors was quite analogous with that of the wiseacre who fancies he must necessarily see an object the more distinctly, the more closely he holds it to his eyes, they blinded themselves, too, with the impalpable, titillating scotch snuff of detail; and thus the boasted facts of the hog-ites were by no means always facts -–a point of little importance but for the assumption that they always were, the vital taint, however, in baconianism -–its most lamentable fount of error -–lay in its tendency to throw power and consideration into the hands of merely perceptive men -–of those inter-tritonic minnows, the microscopical savans -–the diggers and pedlers of minute facts, for the most part in physical science -- facts all of which they retailed at the same price upon the highway; their value depending, it was supposed, simply upon the fact of their fact, without reference to their applicability or inapplicability in the development of those ultimate and only legitimate facts, called law,"
928,17,""
929,17,"""than the persons"" -–the letter goes on to say -–""than the persons thus suddenly elevated by the hog-ian philosophy into a station for which they were unfitted -–thus transferred from the sculleries into the parlors of science -–from its pantries into its pulpits -–than these individuals a more intolerant -–a more intolerable set of bigots and tyrants never existed on the face of the earth, their creed, their text and their sermon were, alike, the one word 'fact' -–but, for the most part, even of this one word, they knew not even the meaning, on those who ventured to disturb their facts with the view of putting them in order and to use, the disciples of hog had no mercy whatever, all attempts at generalization were met at once by the words 'theoretical,' 'theory,' 'theorist' -–all thought, to be brief, was very properly resented as a personal affront to themselves, cultivating the natural sciences to the exclusion of metaphysics, the mathematics, and logic, many of these bacon-engendered philosophers -–one-idead, one-sided and lame of a leg -–were more wretchedly helpless -–more miserably ignorant, in view of all the comprehensible objects of knowledge, than the veriest unlettered hind who proves that he knows something at least, in admitting that he knows absolutely nothing,"
930,17,""
931,17,"""nor had our forefathers any better right to talk about certainty, when pursuing, in blind confidence, the a priori path of axioms, or of the ram, at innumerable points this path was scarcely as straight as a ram's-horn, the simple truth is, that the aristotelians erected their castles upon a basis far less reliable than air; for no such things as axioms ever existed or can possibly exist at all, this they must have been very blind, indeed, not to see, or at least to suspect; for, even in their own day, many of their long-admitted 'axioms' had been abandoned, -–'ex nihilo nihil fit,' for example, and a 'thing cannot act where it is not,' and 'there cannot be antipodes,' and 'darkness cannot proceed from light,' these and numerous similar propositions formerly accepted, without hesitation, as axioms, or undeniable truths, were, even at the period of which i speak, seen to be altogether untenable, -–how absurd in these people, then, to persist in relying upon a basis, as immutable, whose mutability had become so repeatedly manifest!"
932,17,""
933,17,"""but, even through evidence afforded by themselves against themselves, it is easy to convict these a priori reasoners of the grossest unreason -–it is easy to show the futility -–the impalpability of their axioms in general, i have now lying before me"" -- it will be observed that we still proceed with the letter -–""i have now lying before me a book printed about a thousand years ago, pundit assures me that it is decidedly the cleverest ancient work on its topic, which is 'logic,' the author, who was much esteemed in his day, was one miller or mill; and we find it recorded of him, as a point of some importance, that he rode a mill-horse whom he called jeremy bentham, -–but let us glance at the volume itself!"
934,17,""
935,17,"""ah! -–'ability or inability to conceive,' says mr, mill very properly, 'is in no case to be received as a criterion of axiomatic truth,' now, that this is a palpable truism no one in his senses will deny, not to admit the proposition, is to insinuate a charge of variability in truth itself, whose very title is a synonym of the steadfast, if ability to conceive be taken as a criterion of truth, then a truth to david hume would very seldom be a truth to joe; and ninety-nine hundredths of what is undeniable in heaven would be demonstrable falsity upon earth, the proposition of mr, mill, then, is sustained, i will not grant it to be an axiom; and this merely because i am showing that no axioms exist; but, with a distinction which could not have been cavilled at even by mr, mill himself, i am ready to grant that, if an axiom there be, then the proposition of which we speak has the fullest right to be considered an axiom -–that no more absolute axiom is -–and, consequently, that any subsequent proposition which shall conflict with this one primarily advanced, must be either a falsity in itself -–that is to say no axiom -–or, if admitted axiomatic, must at once neutralize both itself and its predecessor,"
936,17,""
937,17,"""and now, by the logic of their own propounder, let us proceed to test any one of the axioms propounded, let us give mr, mill the fairest of play, we will bring the point to no ordinary issue, we will select for investigation no common-place axiom -–no axiom of what, not the less preposterously because only impliedly, he terms his secondary class -–as if a positive truth by definition could be either more or less positively a truth, -–we will select, i say, no axiom of an unquestionability so questionable as is to be found in euclid, we will not talk, for example, about such propositions as that two straight lines cannot enclose a space, or that the whole is greater than any one of its parts, we will afford the logician every advantage, we will come at once to a proposition which he regards as the acme of the unquestionable -–as the quintessence of axiomatic undeniability, here it is, -–'contradictions cannot both be true -- that is, cannot coexist in nature,' here mr, mill means, for instance, -–and i give the most forcible instance conceivable -–that a tree must be either a tree or not a tree -–that it cannot be at the same time a tree and not a tree, -–all which is quite reasonable of itself and will answer remarkably well as an axiom, until we bring it into collation with an axiom insisted upon a few pages before -–in other words -–words which i have previously employed -–until we test it by the logic of its own propounder, 'a tree,' mr, mill asserts, 'must be either a tree or not a tree,' very well, -–and now let me ask him, why, to this little query there is but one response, -–i defy any man living to invent a second, the sole answer is this, -- 'because we find it impossible to conceive that a tree can be anything else than a tree or not a tree,' this, i repeat, is mr, mill's sole answer, -–he will not pretend to suggest another, -–and yet, by his own showing, his answer is clearly no answer at all; for has he not already required us to admit, as an axiom, that ability or inability to conceive is in no case to be taken as a criterion of axiomatic truth? thus all -–absolutely his argumentation is at sea without a rudder, let it not be urged that an exception from the general rule is to be made, in cases where the 'impossibility to conceive' is so peculiarly great as when we are called upon to conceive a tree both a tree and not a tree, let no attempt, i say, be made at urging this sotticism; for, in the first place, there are no degrees of 'impossibility,' and thus no one impossible conception can be more peculiarly impossible than another impossible conception, -–in the second place, mr, mill himself, no doubt after thorough deliberation, has most distinctly, and most rationally, excluded all opportunity for exception, by the emphasis of his proposition, that, in no case, is ability or inability to conceive, to be taken as a criterion of axiomatic truth, -–in the third place, even were exceptions admissible at all, it remains to be shown how any exception is admissible here, that a tree can be both a tree and not a tree, is an idea which the angels, or the devils, may entertain, and which no doubt many an earthly bedlamite, or transcendentalist, does,"
938,17,""
939,17,"""now i do not quarrel with these ancients,"" continues the letter-writer, ""so much on account of the transparent frivolity of their logic -–which, to be plain, was baseless, worthless and fantastic altogether -–as on account of their pompous and infatuate proscription of all other roads to truth than the two narrow and crooked paths -–the one of creeping and the other of crawling -–to which, in their ignorant perversity, they have dared to confine the soul -–the soul which loves nothing so well as to soar in those regions of illimitable intuition which are utterly incognizant of 'path,'"
940,17,""
941,17,"""by the bye, my dear friend, is it not an evidence of the mental slavery entailed upon those bigoted people by their hogs and rams, that in spite of the eternal prating of their savans about roads to truth, none of them fell, even by accident, into what we now so distinctly perceive to be the broadest, the straightest and most available of all mere roads -–the great thoroughfare -–the majestic highway of the consistent? is it not wonderful that they should have failed to deduce from the works of god the vitally momentous consideration that a perfect consistency can be nothing but an absolute truth? how plain -–how rapid our progress since the late announcement of this proposition! by its means, investigation has been taken out of the hands of the ground-moles, and given as a duty, rather than as a task, to the true -–to the only true thinkers -–to the generally-educated men of ardent imagination, these latter -–our keplers -–our laplaces -–'speculate' -–'theorize' -–these are the terms -- can you not fancy the shout of scorn with which they would be received by our progenitors, were it possible for them to be looking over my shoulders as i write? the keplers, i repeat, speculate -–theorize -- and their theories are merely corrected -–reduced -–sifted -–cleared, little by little, of their chaff of inconsistency -–until at length there stands apparent an unencumbered consistency -–a consistency which the most stolid admit -–because it is a consistency -–to be an absolute and unquestionable truth,"
942,17,""
943,17,"""i have often thought, my friend, that it must have puzzled these dogmaticians of a thousand years ago, to determine, even, by which of their two boasted roads it is that the cryptographist attains the solution of the more complicated cyphers -–or by which of them champollion guided mankind to those important and innumerable truths which, for so many centuries, have lain entombed amid the phonetical hieroglyphics of egypt, in especial, would it not have given these bigots some trouble to determine by which of their two roads was reached the most momentous and sublime of their truths -–the truth -–the fact of gravitation? newton deduced it from the laws of kepler, kepler admitted that these laws he guessed -–these laws whose investigation disclosed to the greatest of british astronomers that principle, the basis of all existing physical principle, in going behind which we enter at once the nebulous kingdom of metaphysics, yes! -–these vital laws kepler guessed -–that it is to say, he imagined them, had he been asked to point out either the de ductive or in ductive route by which he attained them, his reply might have been -–'i know nothing about routes -–but i do know the machinery of the universe, here it is, i grasped it with my soul -–i reached it through mere dint of intuition,' alas, poor ignorant old man! could not any metaphysician have told him that what he called 'intuition' was but the conviction resulting from de ductions or in ductions of which the processes were so shadowy as to have escaped his consciousness, eluded his reason, or bidden defiance to his capacity of expression? how great a pity it is that some 'moral philosopher' had not enlightened him about all this! how it would have comforted him on his death-bed to know that, instead of having gone intuitively and thus unbecomingly, he had, in fact, proceeded decorously and legitimately -–that is to say hog-ishly, or at least ram-ishly -–into the vast halls where lay gleaming, untended, and hitherto untouched by mortal hand -–unseen by mortal eye -–the imperishable and priceless secrets of the universe!"
944,17,""
945,17,"""yes, kepler was essentially a theorist; but this title, now of so much sanctity, was, in those ancient days, a designation of supreme contempt, it is only now that men begin to appreciate that divine old man -–to sympathize with the prophetical and poetical rhapsody of his ever-memorable words, for my part,"" continues the unknown correspondent, ""i glow with a sacred fire when i even think of them, and feel that i shall never grow weary of their repetition, -- in concluding this letter, let me have the real pleasure of transcribing them once again, -–'i care not whether my work be read now or by posterity, i can afford to wait a century for readers when god himself has waited six thousand years for an observer, i triumph, i have stolen the golden secret of the egyptians, i will indulge my sacred fury,'"""
946,17,""
947,17,"here end my quotations from this very unaccountable and, perhaps, somewhat impertinent epistle; and perhaps it would be folly to comment, in any respect, upon the chimerical, not to say revolutionary, fancies of the writer -–whoever he is -–fancies so radically at war with the well-considered and well-settled opinions of this age, let us proceed, then, to our legitimate thesis, the universe,"
948,17,""
949,17,"this thesis admits a choice between two modes of discussion, -–we may as cend or des cend, beginning at our own point of view -–at the earth on which we stand -–we may pass to the other planets of our system -–thence to the sun -–thence to our system considered collectively -–and thence, through other systems, indefinitely outwards; or, commencing on high at some point as definite as we can make it or conceive it, we may come down to the habitation of man, usually -–that is to say, in ordinary essays on astronomy -–the first of these two modes is, with certain reservation, adopted, -–this for the obvious reason that astronomical facts, merely, and principles, being the object, that object is best fulfilled in stepping from the known because proximate, gradually onward to the point where all certitude becomes lost in the remote, for my present purpose, however, -–that of enabling the mind to take in, as if from afar and at one glance, a distant conception of the individual universe -–it is clear that a descent to small from great -–to the outskirts from the centre if we could establish a centre -–to the end from the beginning if we could fancy a beginning would be the preferable course, but for the difficulty, if not impossibility, of presenting, in this course, to the unastronomical, a picture at all comprehensible in regard to such considerations as are involved in quantity -–that is to say, in number, magnitude and distance,"
950,17,""
951,17,"now, distinctness -–intelligibility, at all points, is a primary feature in my general design, on important topics it is better to be a good deal prolix than even a very little obscure, but abstruseness is a quality appertaining to no subject per se, all are alike, in facility of comprehension, to him who approaches them by properly graduated steps, it is merely because a stepping-stone, here and there, is heedlessly left unsupplied in our road to the differential calculus, that this latter is not altogether as simple a thing as a sonnet by mr, solomon seesaw,"
952,17,""
953,17,"by way of admitting, then, no chance for misapprehension, i think it advisable to proceed as if even the more obvious facts of astronomy were unknown to the reader, in combining the two modes of discussion to which i have referred, i propose to avail myself of the advantages peculiar to each -–and very especially of the iteration in detail which will be unavoidable as a consequence of the plan, commencing with a descent, i shall reserve for the return upwards those indispensable considerations of quantity to which allusion has already been made,"
954,17,""
955,17,"let us begin, then, at once, with that merest of words, ""infinity,"" this, like ""god,"" ""spirit,"" and some other expressions of which the equivalents exist in all languages, is by no means the expression of an idea -–but of an effort at one, it stands for the possible attempt at an impossible conception, man needed a term by which to point out the direction of this effort -–the cloud behind which lay, forever invisible, the object of this attempt, a word, in fine, was demanded, by means of which one human being might put himself in relation at once with another human being and with a certain tendency of the human intellect, out of this demand arose the word, ""infinity;"" which is thus the representative but of the thought of a thought,"
956,17,""
957,17,"as regards that infinity now considered -–the infinity of space -–we often hear it said that ""its idea is admitted by the mind -–is acquiesced in -–is entertained -–on account of the greater difficulty which attends the conception of a limit,"" but this is merely one of those phrases by which even profound thinkers, time out of mind, have occasionally taken pleasure in deceiving themselves, the quibble lies concealed in the word ""difficulty,"" ""the mind,"" we are told, ""entertains the idea of limitless, through the greater difficulty which it finds in entertaining that of limited, space,"" now, were the proposition but fairly put, its absurdity would become transparent at once, clearly, there is no mere difficulty in the case, the assertion intended, if presented according to its intention and without sophistry, would run thus, -–""the mind admits the idea of limitless, through the greater impossibility of entertaining that of limited, space,"""
958,17,""
959,17,"it must be immediately seen that this is not a question of two statements between whose respective credibilities -–or of two arguments between whose respective validities -–the reason is called upon to decide, -–it is a matter of two conceptions, directly conflicting, and each avowedly impossible, one of which the intellect is supposed to be capable of entertaining, on account of the greater impossibility of entertaining the other, the choice is not made between two difficulties; -–it is merely fancied to be made between two impossibilities, now of the former, there are degrees, -–but of the latter, none, -–just as our impertinent letter-writer has already suggested, a task may be more or less difficult; but it is either possible or not possible, -–there are no gradations, it might be more difficult to overthrow the andes than an ant-hill; but it can be no more impossible to annihilate the matter of the one than the matter of the other, a man may jump ten feet with less difficulty than he can jump twenty, but the impossibility of his leaping to the moon is not a whit less than that of his leaping to the dog-star,"
960,17,""
961,17,"since all this is undeniable, since the choice of the mind is to be made between impossibilities of conception, since one impossibility cannot be greater than another, and since, thus, one cannot be preferred to another, the philosophers who not only maintain, on the grounds mentioned, man's idea of infinity but, on account of such supposititious idea, infinity itself -–are plainly engaged in demonstrating one impossible thing to be possible by showing how it is that some one other thing -–is impossible too, this, it will be said, is nonsense; and perhaps it is, -–indeed i think it very capital nonsense -–but forego all claim to it as nonsense of mine,"
962,17,""
963,17,"the readiest mode, however, of displaying the fallacy of the philosophical argument on this question, is by simply adverting to a fact respecting it which has been hitherto quite overlooked -–the fact that the argument alluded to both proves and disproves its own proposition, ""the mind is impelled,"" say the theologians and others, ""to admit a first cause, by the superior difficulty it experiences in conceiving cause beyond cause without end,"" the quibble, as before, lies in the word ""difficulty"" -–but here what is it employed to sustain? a first cause, and what is a first cause? an ultimate termination of causes, and what is an ultimate termination of causes? finity -–the finite, thus the one quibble, in two processes, by god knows how many philosophers, is made to support now finity and now infinity -–could it not be brought to support something besides? as for the quibblers -–they, at least, are insupportable, but -–to dismiss them, -–what they prove in the one case is the identical nothing which they demonstrate in the other,"
964,17,""
965,17,"of course, no one will suppose that i here contend for the absolute impossibility of that which we attempt to convey in the word ""infinity,"" my purpose is but to show the folly of endeavoring to prove infinity itself, or even our conception of it, by any such blundering ratiocination as that which is ordinarily employed,"
966,17,""
967,17,"nevertheless, as an individual, i may be permitted to say that i cannot conceive infinity, and am convinced that no human being can, a mind not thoroughly self-conscious -–not accustomed to the introspective analysis of its own operations -–will, it is true, often deceive itself by supposing that it has entertained the conception of which we speak, in the effort to entertain it, we proceed step beyond step -–we fancy point still beyond point; and so long as we continue the effort, it may be said, in fact, that we are tending to the formation of the idea designed; while the strength of the impression that we actually form or have formed it, is in the ratio of the period during which we keep up the mental endeavor, but it is in the act of discontinuing the endeavor -–of fulfilling as we think the idea -–of putting the finishing stroke as we suppose to the conception -–that we overthrow at once the whole fabric of our fancy by resting upon some one ultimate and therefore definite point, this fact, however, we fail to perceive, on account of the absolute coincidence, in time, between the settling down upon the ultimate point and the act of cessation in thinking, -–in attempting, on the other hand, to frame the idea of a limited space, we merely converse the processes which involve the impossibility,"
968,17,""
969,17,"we believe in a god, we may or may not believe in finite or in infinite space; but our belief, in such cases, is more properly designated as faith, and is a matter quite distinct from that belief proper -–from that intellectual belief -–which presupposes the mental conception,"
970,17,""
971,17,"the fact is, that, upon the enunciation of any one of that class of terms to which ""infinity"" belongs -–the class representing thoughts of thought -–he who has a right to say that he thinks at all, feels himself called upon, not to entertain a conception, but simply to direct his mental vision toward some given point, in the intellectual firmament, where lies a nebula never to be resolved, to solve it, indeed, he makes no effort; for with a rapid instinct he comprehends, not only the impossibility, but, as regards all human purposes, the inessentiality, of its solution, he perceives that the deity has not designed it to be solved, he sees, at once, that it lies out of the brain of man, and even how, if not exactly why, it lies out of it, there are people, i am aware, who, busying themselves in attempts at the unattainable, acquire very easily, by dint of the jargon they emit, among those thinkers-that-they-think with whom darkness and depth are synonymous, a kind of cuttle-fish reputation for profundity; but the finest quality of thought is its self-cognizance; and, with some little equivocation, it may be said that no fog of the mind can well be greater than that which, extending to the very boundaries of the mental domain, shuts out even these boundaries themselves from comprehension,"
972,17,""
973,17,"it will now be understood that, in using the phrase, ""infinity of space,"" i make no call upon the reader to entertain the impossible conception of an absolute infinity, i refer simply to the ""utmost conceivable expanse"" of space -–a shadowy and fluctuating domain, now shrinking, now swelling, in accordance with the vacillating energies of the imagination,"
974,17,""
975,17,"hitherto, the universe of stars has always been considered as coincident with the universe proper, as i have defined it in the commencement of this discourse, it has been always either directly or indirectly assumed -–at least since the dawn of intelligible astronomy -–that, were it possible for us to attain any given point in space, we should still find, on all sides of us, an interminable succession of stars, this was the untenable idea of pascal when making perhaps the most successful attempt ever made, at periphrasing the conception for which we struggle in the word ""universe,"" ""it is a sphere,"" he says, ""of which the centre is everywhere, the circumference, nowhere,"" but although this intended definition is, in fact, no definition of the universe of stars, we may accept it, with some mental reservation, as a definition rigorous enough for all practical purposes of the universe proper -–that is to say, of the universe of space, this latter, then, let us regard as ""a sphere of which the centre is everywhere, the circumference nowhere,"" in fact, while we find it impossible to fancy an end to space, we have no difficulty in picturing to ourselves any one of an infinity of beginnings,"
976,17,""
977,17,"as our starting point, then, let us adopt the godhead, of this godhead, in itself, he alone is not imbecile -–he alone is not impious who propounds -–nothing, ""nous ne connaissons rien,"" says the baron de bielfeld -–""nous ne connaissons rien de la nature ou de l'essence de dieu, -–pour savoir ce qu'il est, il faut etre dieu meme,"" -–""we know absolutely nothing of the nature or essence of god, -- in order to comprehend what he is, we should have to be god ourselves,"""
978,17,""
979,17,"""we should have to be god ourselves!"" -–with a phrase so startling as this yet ringing in my ears, i nevertheless venture to demand if this our present ignorance of the deity is an ignorance to which the soul is everlastingly condemned,"
980,17,""
981,17,"by him, however -–now, at least, the incomprehensible -–by him -- assuming him as spirit -–that is to say, as not matter -–a distinction which, for all intelligible purposes, will stand well instead of a definition -–by him, then, existing as spirit, let us content ourselves, to-night, with supposing to have been created, or made out of nothing, by dint of his volition -–at some point of space which we will take as a centre -–at some period into which we do not pretend to inquire, but at all events immensely remote -–by him, then again, let us suppose to have been created -–what? this is a vitally momentous epoch in our considerations, what is it that we are justified -–that alone we are justified in supposing to have been, primarily and solely, created?"
982,17,""
983,17,"we have attained a point where only intuition can aid us, -–but now let me recur to the idea which i have already suggested as that alone which we can properly entertain of intuition, it is but the conviction arising from those inductions or deductions of which the processes are so shadowy as to escape our consciousness, elude our reason, or defy our capacity of expression, with this understanding, i now assert -–that an intuition altogether irresistible, although inexpressible, forces me to the conclusion that what god originally created -–that that matter which, by dint of his volition, he first made from his spirit, or from nihility, could have been nothing but matter in its utmost conceivable state of -- what? -–of simplicity?"
984,17,""
985,17,"this will be found the sole absolute assumption of my discourse, i use the word ""assumption"" in its ordinary sense; yet i maintain that even this my primary proposition, is very, very far indeed, from being really a mere assumption, nothing was ever more certainly -–no human conclusion was ever, in fact, more regularly -–more rigorously de duced, -–but, alas! the processes lie out of the human analysis -–at all events are beyond the utterance of the human tongue,"
986,17,""
987,17,"let us now endeavor to conceive what matter must be, when, or if, in its absolute extreme of simplicity, here the reason flies at once to imparticularity -–to a particle -–to one particle -–a particle of one kind -–of one character -–of one nature -–of one size -–of one form -- a particle, therefore, ""without form and void"" -–a particle positively a particle at all points -–a particle absolutely unique, individual, undivided, and not indivisible only because he who created it, by dint of his will, can by an infinitely less energetic exercise of the same will, as a matter of course, divide it,"
988,17,""
989,17,"oneness, then, is all that i predicate of the originally created matter; but i propose to show that this oneness is a principle abundantly sufficient to account for the constitution, the existing phaenomena and the plainly inevitable annihilation of at least the material universe,"
990,17,""
991,17,"the willing into being the primordial particle, has completed the act, or more properly the conception, of creation, we now proceed to the ultimate purpose for which we are to suppose the particle created -- that is to say, the ultimate purpose so far as our considerations yet enable us to see it -–the constitution of the universe from it, the particle,"
992,17,""
993,17,"this constitution has been effected by forcing the originally and therefore normally one into the abnormal condition of many, an action of this character implies reaction, a diffusion from unity, under the conditions, involves a tendency to return into unity -–a tendency ineradicable until satisfied, but on these points i will speak more fully hereafter,"
994,17,""
995,17,"the assumption of absolute unity in the primordial particle includes that of infinite divisibility, let us conceive the particle, then, to be only not totally exhausted by diffusion into space, from the one particle, as a centre, let us suppose to be irradiated spherically -–in all directions -–to immeasurable but still to definite distances in the previously vacant space -–a certain inexpressibly great yet limited number of unimaginably yet not infinitely minute atoms,"
996,17,""
997,17,"now, of these atoms, thus diffused, or upon diffusion, what conditions are we permitted -–not to assume, but to infer, from consideration as well of their source as of the character of the design apparent in their diffusion? unity being their source, and difference from unity the character of the design manifested in their diffusion, we are warranted in supposing this character to be at least generally preserved throughout the design, and to form a portion of the design itself, -–that is to say, we shall be warranted in conceiving continual differences at all points from the uniquity and simplicity of the origin, but, for these reasons, shall we be justified in imagining the atoms heterogeneous, dissimilar, unequal, and inequidistant? more explicitly -–are we to consider no two atoms as, at their diffusion, of the same nature, or of the same form, or of the same size? -–and, after fulfilment of their diffusion into space, is absolute inequidistance, each from each, to be understood of all of them? in such arrangement, under such conditions, we most easily and immediately comprehend the subsequent most feasible carrying out to completion of any such design as that which i have suggested -–the design of variety out of unity -–diversity out of sameness -- heterogeneity out of homogeneity -–complexity out of simplicity -–in a word, the utmost possible multiplicity of relation out of the emphatically irrelative one, undoubtedly, therefore, we should be warranted in assuming all that has been mentioned, but for the reflection, first, that supererogation is not presumable of any divine act; and, secondly, that the object supposed in view, appears as feasible when some of the conditions in question are dispensed with, in the beginning, as when all are understood immediately to exist, i mean to say that some are involved in the rest, or so instantaneous a consequence of them as to make the distinction inappreciable, difference of size, for example, will at once be brought about through the tendency of one atom to a second, in preference to a third, on account of particular inequidistance; which is to be comprehended as particular inequidistances between centres of quantity, in neighboring atoms of different form -–a matter not at all interfering with the generally-equable distribution of the atoms, difference of kind, too, is easily conceived to be merely a result of differences in size and form, taken more or less conjointly, -–in fact, since the unity of the particle proper implies absolute homogeneity, we cannot imagine the atoms, at their diffusion, differing in kind, without imagining, at the same time, a special exercise of the divine will, at the emission of each atom, for the purpose of effecting, in each, a change of its essential nature, -–so fantastic an idea is the less to be indulged, as the object proposed is seen to be thoroughly attainable without such minute and elaborate interposition, we perceive, therefore, upon the whole, that it would be supererogatory, and consequently unphilosophical, to predicate of the atoms, in view of their purposes, any thing more than difference of form at their dispersion, with particular inequidistance after it -–all other differences arising at once out of these, in the very first processes of mass-constitution, -–we thus establish the universe on a purely geometrical basis, of course, it is by no means necessary to assume absolute difference, even of form, among the atoms irradiated -–any more than absolute particular inequidistance of each from each, we are required to conceive merely that no neighboring atoms are of similar form -–no atoms which can ever approximate, until their inevitable reunition at the end,"
998,17,""
999,17,"although the immediate and perpetual tendency of the disunited atoms to return into their normal unity, is implied, as i have said, in their abnormal diffusion; still it is clear that this tendency will be without consequence -–a tendency and no more -–until the diffusive energy, in ceasing to be exerted, shall leave it, the tendency, free to seek its satisfaction, the divine act, however, being considered as determinate, and discontinued on fulfilment of the diffusion, we understand, at once, a reaction -–in other words, a satisfiable tendency of the disunited atoms to return into one,"
1000,17,""
1001,17,"but the diffusive energy being withdrawn, and the reaction having commenced in furtherance of the ultimate design -–that of the utmost possible relation -–this design is now in danger of being frustrated, in detail, by reason of that very tendency to return which is to effect its accomplishment in general, multiplicity is the object; but there is nothing to prevent proximate atoms, from lapsing at once, through the now satisfiable tendency -–before the fulfilment of any ends proposed in multiplicity -–into absolute oneness among themselves, -–there is nothing to impede the aggregation of various unique masses, at various points of space, -- in other words, nothing to interfere with the accumulation of various masses, each absolutely one,"
1002,17,""
1003,17,"for the effectual and thorough completion of the general design, we thus see the necessity for a repulsion of limited capacity -–a separate something which, on withdrawal of the diffusive volition, shall at the same time allow the approach, and forbid the junction, of the atoms; suffering them infinitely to approximate, while denying them positive contact; in a word, having the power -–up to a certain epoch -–of preventing their coalition, but no ability to interfere with their coalescence in any respect or degree, the repulsion, already considered as so peculiarly limited in other regards, must be understood, let me repeat, as having power to prevent absolute coalition, only up to a certain epoch, unless we are to conceive that the appetite for unity among the atoms is doomed to be satisfied never; -–unless we are to conceive that what had a beginning is to have no end -–a conception which cannot really be entertained, however much we may talk or dream of entertaining it -- we are forced to conclude that the repulsive influence imagined, will, finally -–under pressure of the uni-tendency collectively applied, but, never and in no degree until, on fulfilment of the divine purposes, such collective application shall be naturally made -–yield to a force which, at that ultimate epoch, shall be the superior force precisely to the extent required, and thus permit the universal subsidence into the inevitable, because original and therefore normal, one, -–the conditions here to be reconciled are difficult indeed, -–we cannot even comprehend the possibility of their conciliation; -–nevertheless, the apparent impossibility is brilliantly suggestive,"
1004,17,""
1005,17,"that the repulsive something actually exists, we see, man neither employs, nor knows, a force sufficient to bring two atoms into contact, this is but the well-established proposition of the impenetrability of matter, all experiment proves -–all philosophy admits it, the design of the repulsion -–the necessity for its existence -–i have endeavored to show; but from all attempt at investigating its nature have religiously abstained; this on account of an intuitive conviction that the principle at issue is strictly spiritual -–lies in a recess impervious to our present understanding -- lies involved in a consideration of what now -–in our human state -–is not to be considered -–in a consideration of spirit in itself, i feel, in a word, that here the god has interposed, and here only, because here and here only the knot demanded the interposition of the god,"
1006,17,""
1007,17,"in fact, while the tendency of the diffused atoms to return into unity, will be recognized, at once, as the principle of the newtonian gravity, what i have spoken of as a repulsive influence prescribing limits to the immediate satisfaction of the tendency, will be understood as that which we have been in the practice of designating now as heat, now as magnetism, now as electricity; displaying our ignorance of its awful character in the vacillation of the phraseology with which we endeavor to circumscribe it,"
1008,17,""
